,head,topic_rep,0.43: Kashmir
16232,PML-N strategises to sail through Senate,0,
16233,Kasur encounter: FIA told to stop ex-DPO from flying abroad,0,
16235,Reflection: A page from my diary,0,
16236,Opinion: Overcoming your failure,0,
16238,Did you know? facts!,0,
16239,"World Cup qualification can lift all of Zimbabwe, says Cremer",0,
16240,"Judicial commission aghast at highly polluted water in Sukkur, Rohri waterworks",0,
16241,Brilliant Shan inspires Islamabad to cup final,0,
16243,CM asks stake holders to leave no stone unturned in making PSL final a success,0,
16246,ECP accuses Imran Khan of violating its code of conduct in Lodhran NA-154 constituency,0,
16247,Afghan delegation arrives for talks on security plan,0,
16248,Amir-led group strips Sattar of discretionary powers,0,
16249,Ahsan for revival of structured talks with US,0,
16250,"Despite ECP warning, Imran addresses rally in Lodhran",0,
16251,"Janjua, Iran envoy hail strengthening of ties",0,
16252,SL extend lead to 312 in low-scoring Test,0,
16253,NAB summons Sharif in two supplementary references,0,
16254,Who wants to be a chicken nugget taste tester?,0,
16255,"Insurgency has lost steam, says Balochistan CM",0,
16256,Banks’ advances up 20pc,0,
16257,Projects proposed for PSDP 2018-19,0,
16258,Sindh approves 31 development schemes,0,
16259,"German envoy urges stronger business relations, joint ventures",0,
16260,World markets suffer worst week in years,0,
16263,The weekly weird,0,
16264,Restructure your life,0,
16265,Story Time: Cheating never leads to success,0,
16266,Here's how the Porsche 718 Cayman GTS performs on a race track,0,
16267,Man kills 19-year-old sister after local jury condemns her to death: police,0,
16268,"'Won't work under leadership of children,' says Nisar on conflict with Maryam Nawaz",0,
16269,Trump defends former aide after abuse claims bring criticism,0,
16270,"Detained in China, book publisher accuses Sweden of using him like a 'chess piece'",0,
16271,"For refugees, it's a choice between death in Afghanistan or bitter life in Pakistan",0,
16273,From the archives: 'Sadequain passes away at 57',0,
16274,Duterte warns he'll order navy to fire if sea wealth taken,0,
16275,Nawaz fails to appear before NAB to record statements,0,
16277,"Jason Derulo, Abida Parveen to enthral fans at PSL 2018 opening ceremony",0,
16280,Spotlight,0,
16281,"Salman Mujahid Baloch rejoins MQM-P, appeals workers to 'save the party'",0,
16282,Farooq Sattar offers to draft a new list of candidates for Senate elections,0,
16283,'Unwell' Shahrukh Jatoi back in hospital days after cancellation of bail,0,
16285,Kim Jong Un invites South Korea's Moon to Pyongyang,0,
16289,16th Mystic Music Sufi Festival kicks off in Lahore,0,
16290,Cook-it-yourself: Jell-o strawberry parfaits,0,
16291,Story Time: A cooking disaster,0,
16293,Movie review: Allahyar & The Legend of Markhor,0,
16294,Insight: Why we get ‘shocks’ in winter,0,
16295,MQM-P in disarray,0,
16297,"John Gavin, 'Psycho' star, dies at 86",0,
16298,Website review: It’s all about news,0,
16300,Israel’s outrage over Palestinian president’s new private jet is hypocritical,0,
16302,Israel downs Iranian drone; F-16 crashes in 'heavy anti-aircraft counter fire from Syria',0,
16303,Day 2: What’s happening at the Karachi Literature Festival 2018,0,
16304,SC summons CM Shahbaz Sharif over issue of polluted water in Lahore,0,
16305,"Satisfied with police investigation, SC concludes suo motu notice on Zainab case",0,
16306,BNP names Khaleda Zia’s son its acting head,0,
16307,'Citizens shouldn't be harassed in name of security': SC seeks details of barriers in Lahore,0,
16308,Will stock plunge hurt US economy? Depends how long it lasts,0,
16309,"Bayer, Monsanto must not hurt competition in digital farming",0,
16310,Bitcoin can’t compete in world of trust: Fed economists,0,
16311,Three-nation tourney to serve as impetus for major events: Hasan Sardar,0,
16312,Five-star Dananjaya steers SL to series triumph over BD,0,
16313,Ton-up Dhawan steers India to 289-7,0,
16314,Bombing of Chinese separatists shows how Trump’s Afghan war changed,0,
16315,Australia thump England to make tri-nation T20 final,0,
16316,KLF session on cricket highlights key aspects,0,
16317,Nasa breaks record for pictures taken farthest from Earth,0,
16318,Kim Jong Un invites S. Korean president for visit,0,
16319,Second White House aide resigns over domestic abuse claims,0,
16320,Changing sentiments cloud oil rally,0,
16322,Tottenham’s clinical Kane finishes off Arsenal again,0,
16324,PM vows to name and shame senators over horse-trading,0,
16325,Third Corolla recall in a year,0,
16326,UK reviews Oxfam ties after Haiti scandal,0,
16327,Part 1: In memory of Mariam Abou Zahab,0,
16328,Resentment in PML-N over Senate choices,0,
16329,Sanaullah airs concern over NAB chief’s remarks against Punjab govt,0,
16330,Amir-led group holds out olive branch to MQM-P convener,0,
16331,"Abaya not mandatory attire for Saudi women, says cleric",0,
16334,Phone used to film Faisalabad shop's fitting room will be sent to forensic lab,0,
16335,No notice issued in Paradise Papers cases,0,
16336,No forward bloc in the making in PML-N: Nisar,0,
16337,Sit-in over Naqeeb’s killing ends,0,
16339,Dollar falls on low demand,0,
16340,"Power, gas price cut for industry may not come: minister",0,
16341,IMF chief urges Arab states to slash spending,0,
16342,Autopsy of Las Vegas shooter gives no insight into motive,0,
16343,Success eludes second round of Pak-Afghan security talks,0,
16344,"19 dead, 60 hurt as bus overturns in Hong Kong",0,
16345,"Lahore water treatment plan will be ready in 3 weeks, Shahbaz tells Supreme Court",0,
16346,An open letter to Doritos from women who don't mind the crunch,0,
16348,Renowned actor Qazi Wajid passes away,0,
16352,Qazi Wajid profile: A restless soul with a flair for acting,0,
16353,"Farooq Sattar dissolves MQM Rabita Committee, calls for fresh intra-party polls on Feb 17",0,
16354,"71 dead, no survivors in Russian passenger plane crash",0,
16359,Trump blocks release of Democratic memo,0,
16360,Accountability for ex-military officers,0,
16361,ICC security consultant says PSL 2018 final rehearsal an 'impressive presentation',0,
16362,Leading human rights lawyer Asma Jahangir passes away in Lahore,0,
16364,Footprints: KEEPING THE FAITH,0,
16365,Israeli jet shot down after bombing Iranian site in Syria,0,
16366,Five inspectors stripped of  badges as ATC penalty,0,
16367,Police seek govt’s help for security to witnesses in Naqeeb case,0,
16368,Asif Hashmi back home to face cases,0,
16369,SC summons Shahbaz in clean drinking water case,0,
16370,The forgotten salt mines of Kallar Kahar,0,
16372,"PTI leaders challenge papers of Dar, two others for Senate poll",0,
16373,FICTION: THE BORNE COMPLEXITY,0,
16374,COLUMN: SAQI: LARGER THAN LIFE,0,
16376,NON-FICTION: A LIFE OF DIPLOMACY,0,
16377,NON-FICTION: THE AWADH THAT FLOURISHED,0,
16379,FICTION: URDU’S GLITTERING CONSTELLATIONS,0,
16380,"Russian bilked US spies out of $100,000",0,
16381,Drone strike kills six Al Qaeda suspects in Yemen,0,
16382,Johnson urges ‘independent’ probe into Rohingya killings,0,
16383,Dubai opens world’s tallest hotel,0,
16385,Riyadh’s Ritz ‘luxury prison’ reopens after graft crackdown,0,
16387,"‘Frank, candid’ talks held with Moon, says Pyongyang",0,
16388,CJP seeks details of police encounters,0,
16389,17 more Senate nominations accepted after scrutiny,0,
16391,Three more policemen detained in Naqeeb murder case,0,
16392,CM says judicial commission deals with govt ‘unrealistically’,0,
16393,CJP tells IG to get roads near Nawaz and Shahbaz’s residences reopened,0,
16394,Punjab to amend law of evidence,0,
16395,"Ton-up Fawad, Danish star as Karachi Whites clinch Cup",0,
16396,Hard road ahead for Olympics detente: analysts,0,
16397,Ronaldo hits hat-trick as Real rout Sociedad before PSG clash,0,
16399,Why Twitter is now profitable for the first time ever,0,
16400,Saaf Pani project: ‘Punjab govt’s failure to share record riles NAB’,0,
16401,Imran advises Nisar to join PTI,0,
16402,"Judiciary will ensure free, fair elections: CJP",0,
16403,Musharraf vows to unite Muslim League factions,0,
16408,Gas shortfall to equal total current supplies in two years,0,
16410,MQM-P leaders fighting for own interests: Shah,0,
16411,Daniyal’s PIA sell-off stunt,0,
16412,Savings rate is understated,0,
16413,Women in the boardroom,0,
16414,Soaring US exports to China transform global oil game,0,
16415,Newcastle rock United as Huddersfield win at last,0,
16416,"INTERVIEW: Football, Thailand and Younis Khan",0,
16418,Rizwan Sr appointed captain for tri-nation hockey tournament,0,
16419,"Profile: Ali Tareen, the aspirant to NA-154",0,
16421,PSX commences week on negative note as benchmark plunges 293 points,0,
16422,Thousands protest jailing of Bangladesh opposition leader Khaleda Zia,0,
16423,War-ravaged Iraq has a long way to go to achieve former glory,0,
16426,"Mohajirs have an alternate to MQM in PSP, says Mustafa Kamal",0,
16429,Sindh govt forms new JIT to probe Intizar murder case,0,
16430,KP police arrest two suspects over alleged gang rape of transgender person,0,
16431,Who will be invited to Prince Harry and Meghan Markle's royal wedding?,0,
16432,"ATC indicts prime suspect Imran Ali in Zainab rape, murder case",0,
16437,FIA includes former associates of Altaf Hussain in money laundering investigations,0,
16441,Investigators hunt for clues over Russian passenger plane crash,0,
16442,Palestinian leader seeks Russia's backing over Jerusalem,0,
16443,Sindh CM asks PM Abbasi to give Asma Jahangir a state funeral,0,
16444,11 quotes that we won't forget from KLF 2018,0,
16447,Sonam Kapoor apologises to Sonakshi Sinha for showing her attitude,0,
16448,Bitcoin survey results: Almost 50% believe government should regulate cryptocurrency,0,
16449,"SC summons CAA chief over facilities at country's airports, mishandling of luggage",0,
16450,"Who was behind Qasmi's appointment as PTV head, CJP asks",0,
16451,Myanmar minister orders Rohingya to leave no man's land,0,
16452,"'We don't want to hear cases of political nature,' CJP says",0,
16453,CM Khattak inaugurates KP's 'first-ever' zoo,0,
16454,"Suspect in Mardan child rape, murder case records confession in court",0,
16455,4 arrested in Hafizabad for allegedly extracting bone marrow from women under false pretences,0,
16456,"PTI, PML-Q strike a deal for Senate poll in Punjab",0,
16457,"Military spy agencies did not cooperate in tracing caller, IHC told",0,
16459,Body of Swabi woman given in swara found in pieces,0,
16461,Obamas reveal unconventional portraits in Washington,0,
16462,Leading in all formats not a burden on Sarfraz,0,
16463,Stealing childhoods,0,
16464,Kohli-led India seek to prevent SA resurgence,0,
16465,"Clash turns up Israel-Iran heat, but neither side seeks war",0,
16466,"Wounded IS chief alive in Syria, says Iraqi official",0,
16467,EU stresses use of forensic evidence to achieve justice,0,
16468,PSL recap: The crests and troughs of Pakistan's beloved T20 league,0,
16469,Solar power potential yet to be fully exploited,0,
16470,Five held for tapping unwitting victims’ spinal fluid,0,
16471,"Ronaldo, Neymar showdown in CL with jobs at stake",0,
16473,24 development projects worth Rs184.8bn approved,0,
16474,Italy to cooperate with Pakistan in stone sector,0,
16475,Remittances climb to $11.4bn since July,0,
16476,Auto sales race on to new record,0,
16477,US budget requests include military funds for Pakistan,0,
16478,MQM-P informs ECP Siddiqui is its new leader,0,
16480,"Anti-terror law amended to ban UN-listed groups, individuals",0,
16481,PML-N wins Lodhran seat in by-poll upset,0,
16483,"Pakistan extends ban on terror groups, individuals identified by United Nations",0,
16484,Bach dismisses ‘hijack’ fears as unified Korean team thrashed again,0,
16485,Turkey assails US over ties with Syrian Kurds,0,
16487,Facebook losing youth at fast pace in US,0,
16488,"Pence raises prospect of talks between US, North Korea",0,
16490,ATC hands life sentence to 3 men in Kasur child abuse case,0,
16491,No shortage of women's cricket talent in Pakistan: Mark Coles,0,
16492,Chief justice takes notice of Shahrukh Jatoi being shifted to Karachi hospital,0,
